Tipo dato,Misura,Ordine scolastico,Tipo di scuola superiore,Territorio,Seleziona periodo,Gestione della scuola,0,Flags
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","totale","Italia","2014","totale",2647057,
"iscritti - femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Italia","2009","totale",183985,
"iscritti - femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Italia","2010","totale",179812,
"iscritti - femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Italia","2011","totale",178570,
"iscritti - femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Italia","2012","totale",178518,
"iscritti - femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Italia","2013","totale",175973,
"iscritti - femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Italia","2014","totale",174791,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Italia","2009","totale",36099,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Italia","2010","totale",36106,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Italia","2011","totale",35572,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Italia","2012","totale",36158,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Italia","2013","totale",37049,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Italia","2014","totale",38047,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Italia","2009","totale",111492,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Italia","2010","totale",108479,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Italia","2011","totale",104070,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Italia","2012","totale",97144,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Italia","2013","totale",93559,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Italia","2014","totale",88947,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Italia","2009","totale",62132,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Italia","2010","totale",64946,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Italia","2011","totale",66963,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Italia","2012","totale",69724,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Italia","2013","totale",72045,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Italia","2014","totale",75434,
"iscritti - femmine","valori assoluti","secondaria II grado","altri istituti professionali","Italia","2009","totale",34106,
"iscritti - femmine","valori assoluti","secondaria II grado","altri istituti professionali","Italia","2010","totale",33057,
"iscritti - femmine","valori assoluti","secondaria II grado","altri istituti professionali","Italia","2011","totale",30820,
"iscritti - femmine","valori assoluti","secondaria II grado","altri istituti professionali","Italia","2012","totale",30242,
"iscritti - femmine","valori assoluti","secondaria II grado","altri istituti professionali","Italia","2013","totale",29015,
"iscritti - femmine","valori assoluti","secondaria II grado","altri istituti professionali","Italia","2014","totale",29662,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Italia","2009","totale",30723,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Italia","2010","totale",30845,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Italia","2011","totale",30937,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Italia","2012","totale",33253,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Italia","2013","totale",35474,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Italia","2014","totale",37796,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Italia","2009","totale",225776,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Italia","2010","totale",222171,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Italia","2011","totale",218823,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Italia","2012","totale",216615,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Italia","2013","totale",214684,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Italia","2014","totale",209092,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Italia","2009","totale",12191,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Italia","2010","totale",12068,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Italia","2011","totale",12002,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Italia","2012","totale",11302,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Italia","2013","totale",10877,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Italia","2014","totale",10068,
"iscritti - femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Italia","2009","totale",45419,
"iscritti - femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Italia","2010","totale",45813,
"iscritti - femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Italia","2011","totale",46315,
"iscritti - femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Italia","2012","totale",46412,
"iscritti - femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Italia","2013","totale",46175,
"iscritti - femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Italia","2014","totale",45823,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo scientifico","Italia","2009","totale",312350,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo scientifico","Italia","2010","totale",308561,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo scientifico","Italia","2011","totale",305670,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo scientifico","Italia","2012","totale",302733,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo scientifico","Italia","2013","totale",302611,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo scientifico","Italia","2014","totale",303912,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo classico","Italia","2009","totale",201596,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo classico","Italia","2010","totale",198237,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo classico","Italia","2011","totale",196641,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo classico","Italia","2012","totale",195692,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo classico","Italia","2013","totale",195174,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo classico","Italia","2014","totale",191704,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo linguistico","Italia","2009","totale",12888,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo linguistico","Italia","2010","totale",13063,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo linguistico","Italia","2011","totale",12749,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo linguistico","Italia","2012","totale",12256,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo linguistico","Italia","2013","totale",11962,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo linguistico","Italia","2014","totale",9591,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto d arte","Italia","2009","totale",36083,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto d arte","Italia","2010","totale",34212,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto d arte","Italia","2011","totale",33674,
