"TIME","GEO","AGEDEF","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2013","Italy","Age reached during the year","3 years","Number","Females","1,456",""
"2013","Italy","Age reached during the year","4 years","Number","Total","3,048",""
"2013","Italy","Age reached during the year","4 years","Number","Males","1,600",""
"2013","Italy","Age reached during the year","4 years","Number","Females","1,448",""
"2013","Italy","Age reached during the year","5 years","Number","Total","2,923",""
"2013","Italy","Age reached during the year","5 years","Number","Males","1,583",""
"2013","Italy","Age reached during the year","5 years","Number","Females","1,340",""
"2013","Italy","Age reached during the year","6 years","Number","Total","2,927",""
"2013","Italy","Age reached during the year","6 years","Number","Males","1,502",""
"2013","Italy","Age reached during the year","6 years","Number","Females","1,425",""
"2013","Italy","Age reached during the year","7 years","Number","Total","2,816",""
"2013","Italy","Age reached during the year","7 years","Number","Males","1,466",""
"2013","Italy","Age reached during the year","7 years","Number","Females","1,350",""
"2013","Italy","Age reached during the year","8 years","Number","Total","2,546",""
"2013","Italy","Age reached during the year","8 years","Number","Males","1,313",""
"2013","Italy","Age reached during the year","8 years","Number","Females","1,233",""
"2013","Italy","Age reached during the year","9 years","Number","Total","2,654",""
"2013","Italy","Age reached during the year","9 years","Number","Males","1,379",""
"2013","Italy","Age reached during the year","9 years","Number","Females","1,275",""
"2013","Italy","Age reached during the year","10 years","Number","Total","2,493",""
"2013","Italy","Age reached during the year","10 years","Number","Males","1,284",""
"2013","Italy","Age reached during the year","10 years","Number","Females","1,209",""
"2013","Italy","Age reached during the year","11 years","Number","Total","2,602",""
"2013","Italy","Age reached during the year","11 years","Number","Males","1,357",""
"2013","Italy","Age reached during the year","11 years","Number","Females","1,245",""
"2013","Italy","Age reached during the year","12 years","Number","Total","2,535",""
"2013","Italy","Age reached during the year","12 years","Number","Males","1,365",""
"2013","Italy","Age reached during the year","12 years","Number","Females","1,170",""
"2013","Italy","Age reached during the year","13 years","Number","Total","2,644",""
"2013","Italy","Age reached during the year","13 years","Number","Males","1,380",""
"2013","Italy","Age reached during the year","13 years","Number","Females","1,264",""
"2013","Italy","Age reached during the year","14 years","Number","Total","2,695",""
"2013","Italy","Age reached during the year","14 years","Number","Males","1,480",""
"2013","Italy","Age reached during the year","14 years","Number","Females","1,215",""
"2013","Italy","Age reached during the year","15 years","Number","Total","2,841",""
"2013","Italy","Age reached during the year","15 years","Number","Males","1,537",""
"2013","Italy","Age reached during the year","15 years","Number","Females","1,304",""
"2013","Italy","Age reached during the year","16 years","Number","Total","2,953",""
"2013","Italy","Age reached during the year","16 years","Number","Males","1,690",""
"2013","Italy","Age reached during the year","16 years","Number","Females","1,263",""
"2013","Italy","Age reached during the year","17 years","Number","Total","3,472",""
"2013","Italy","Age reached during the year","17 years","Number","Males","2,154",""
"2013","Italy","Age reached during the year","17 years","Number","Females","1,318",""
"2013","Italy","Age reached during the year","18 years","Number","Total","5,033",""
"2013","Italy","Age reached during the year","18 years","Number","Males","3,266",""
"2013","Italy","Age reached during the year","18 years","Number","Females","1,767",""
"2013","Italy","Age reached during the year","19 years","Number","Total","5,982",""
"2013","Italy","Age reached during the year","19 years","Number","Males","3,186",""
"2013","Italy","Age reached during the year","19 years","Number","Females","2,796",""
"2013","Italy","Age reached during the year","20 years","Number","Total","5,705",""
"2013","Italy","Age reached during the year","20 years","Number","Males","2,622",""
"2013","Italy","Age reached during the year","20 years","Number","Females","3,083",""
"2013","Italy","Age reached during the year","21 years","Number","Total","6,341",""
"2013","Italy","Age reached during the year","21 years","Number","Males","2,812",""
"2013","Italy","Age reached during the year","21 years","Number","Females","3,529",""
"2013","Italy","Age reached during the year","22 years","Number","Total","6,873",""
"2013","Italy","Age reached during the year","22 years","Number","Males","3,027",""
"2013","Italy","Age reached during the year","22 years","Number","Females","3,846",""
"2013","Italy","Age reached during the year","23 years","Number","Total","8,334",""
"2013","Italy","Age reached during the year","23 years","Number","Males","3,762",""
"2013","Italy","Age reached during the year","23 years","Number","Females","4,572",""
"2013","Italy","Age reached during the year","24 years","Number","Total","9,428",""
"2013","Italy","Age reached during the year","24 years","Number","Males","4,262",""
"2013","Italy","Age reached during the year","24 years","Number","Females","5,166",""
"2013","Italy","Age reached during the year","25 years","Number","Total","10,492",""
"2013","Italy","Age reached during the year","25 years","Number","Males","4,898",""
"2013","Italy","Age reached during the year","25 years","Number","Females","5,594",""
"2013","Italy","Age reached during the year","26 years","Number","Total","10,738",""
"2013","Italy","Age reached during the year","26 years","Number","Males","5,282",""
"2013","Italy","Age reached during the year","26 years","Number","Females","5,456",""
"2013","Italy","Age reached during the year","27 years","Number","Total","10,670",""
"2013","Italy","Age reached during the year","27 years","Number","Males","5,442",""
"2013","Italy","Age reached during the year","27 years","Number","Females","5,228",""
"2013","Italy","Age reached during the year","28 years","Number","Total","10,368",""
"2013","Italy","Age reached during the year","28 years","Number","Males","5,495",""
"2013","Italy","Age reached during the year","28 years","Number","Females","4,873",""
"2013","Italy","Age reached during the year","29 years","Number","Total","9,980",""
"2013","Italy","Age reached during the year","29 years","Number","Males","5,358",""
"2013","Italy","Age reached during the year","29 years","Number","Females","4,622",""
"2013","Italy","Age reached during the year","30 years","Number","Total","9,136",""
"2013","Italy","Age reached during the year","30 years","Number","Males","4,889",""
"2013","Italy","Age reached during the year","30 years","Number","Females","4,247",""
"2013","Italy","Age reached during the year","31 years","Number","Total","9,142",""
"2013","Italy","Age reached during the year","31 years","Number","Males","5,116",""
"2013","Italy","Age reached during the year","31 years","Number","Females","4,026",""
"2013","Italy","Age reached during the year","32 years","Number","Total","8,204",""
"2013","Italy","Age reached during the year","32 years","Number","Males","4,483",""
"2013","Italy","Age reached during the year","32 years","Number","Females","3,721",""
"2013","Italy","Age reached during the year","33 years","Number","Total","8,182",""
